id,longitude,latitude,precision,funding,donor,status,type_of_assistance,amp_sector
491,34.75,-16.166667,3,7000000.00,Arab Bank for Economic Development in Africa (BADEA),Planned,Loan,Education
492,34.75,-16.1666667,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
493,33.079984,-13.762298,3,7000000.00,Arab Bank for Economic Development in Africa (BADEA),Planned,Loan,Education
494,33.805243,-10.802922,3,7000000.00,Arab Bank for Economic Development in Africa (BADEA),Planned,Loan,Education
495,35.1666667,-16.75,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
496,35.03046,-15.7872,2,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
497,34.053218,-11.65304,3,500000.00,US Agency for International Development,Ongoing,Grant,Education
498,35.059102,-15.048394,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
499,34.75,-14.75,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
500,33.083333,-9.566667,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
501,33.716667,-13.516667,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
502,33.907981,-13.295737,3,5405328.52,German Agency for International Cooperation (GIZ),Ongoing,Grant,Education
503,34.401842,-13.719594,3,5405328.52,German Agency for International Cooperation (GIZ),Ongoing,Grant,Education
504,33.881507,-10.111532,3,4936428.44,German Agency for International Cooperation (GIZ),Ongoing,Grant,Education
505,34.75,-16.1666667,3,5405328.52,German Agency for International Cooperation (GIZ),Ongoing,Grant,Education
506,35.583333,-14.8,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
507,33.68407,-14.019624,3,4936428.44,German Agency for International Cooperation (GIZ),Ongoing,Grant,Education
508,34.053218,-11.65304,3,4936428.44,German Agency for International Cooperation (GIZ),Ongoing,Grant,Education
509,33.483333,-13.033333,1,5767932.75,German Agency for International Cooperation (GIZ),Closed,Grant,Education
510,34,-13.366667,1,5767932.75,German Agency for International Cooperation (GIZ),Closed,Grant,Education
511,34.433333,-13.783333,1,5767932.75,German Agency for International Cooperation (GIZ),Closed,Grant,Education
512,33.7833333,-13.9833333,1,5767932.75,German Agency for International Cooperation (GIZ),Closed,Grant,Education
513,34.801923,-16.041986,1,5767932.75,German Agency for International Cooperation (GIZ),Closed,Grant,Education
514,35.266667,-16.916667,1,5767932.75,German Agency for International Cooperation (GIZ),Closed,Grant,Education
515,32.9,-13.8,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
516,34.082977,-12.804172,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
517,34.053218,-11.65304,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
518,35.346577,-14.392955,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
519,33.68407,-14.019624,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
520,33.383333,-13.766667,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
521,33.881507,-10.111532,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
522,34.05049,-11.45739,1,32200000.00,World Bank,Ongoing,Grant,Education
523,35.02928,-15.78464,1,32200000.00,World Bank,Ongoing,Grant,Education
524,33.78497,-13.9979,1,32200000.00,World Bank,Ongoing,Grant,Education
525,34.316667,-14.35,1,32200000.00,World Bank,Ongoing,Grant,Education
526,35.318801,-15.385957,2,32200000.00,World Bank,Ongoing,Grant,Education
527,33.99323,-11.422,1,32200000.00,World Bank,Ongoing,Grant,Education
528,35.32466,-15.3792,2,32200000.00,World Bank,Ongoing,Grant,Education
529,34.18559,-14.262731,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
530,35.33802,-15.38853,1,32200000.00,World Bank,Ongoing,Grant,Education
531,33.483333,-13.033333,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
532,33.95,-14.2166667,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
533,35.499904,-15.934395,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
534,35.2166667,-15.0666667,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
535,35.166667,-16.75,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
536,35.346577,-14.392955,3,3154433.00,Icelandic International Development Agency (ICEIDA),Closed,Grant,Education
537,33.7833333,-13.9833333,1,933999.00,Icelandic International Development Agency (ICEIDA),Closed,Grant,Education
538,33.805243,-10.802922,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
539,35.150601,-16.105828,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
540,35.346577,-14.392955,3,53363.22,Japan,Ongoing,Grant,Education
541,35.215762,-15.752677,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
542,35.418291,-15.430074,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
543,35.346577,-14.392955,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
544,34.75,-14.75,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
545,34.401842,-13.719594,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
546,34.18559,-14.262731,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
547,33.68407,-14.019624,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
548,33.4166667,-13,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
549,33.68407,-14.019624,3,11123217.25,German Agency for International Cooperation (GIZ),Ongoing,Grant,Education
550,33.823778,-13.600977,3,500000.00,US Agency for International Development,Ongoing,Grant,Education
551,33.4166667,-13,3,11123217.25,German Agency for International Cooperation (GIZ),Ongoing,Grant,Education
552,34.18559,-14.262731,3,500000.00,US Agency for International Development,Ongoing,Grant,Education
553,34.75,-16.1666667,3,11123217.25,German Agency for International Cooperation (GIZ),Ongoing,Grant,Education
554,34,-13.5,4,14015003.92,Japan International Cooperation Agency (JICA),Ongoing,Grant,Education
555,34.401842,-13.719594,3,11123217.25,German Agency for International Cooperation (GIZ),Ongoing,Grant,Education
556,33.907981,-13.295737,3,11123217.25,German Agency for International Cooperation (GIZ),Ongoing,Grant,Education
557,35.1666667,-16.75,3,11123217.25,German Agency for International Cooperation (GIZ),Ongoing,Grant,Education
558,33.866667,-11.016667,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
559,34.433333,-13.783333,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
560,35.083333,-15.633333,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
561,35.116667,-15.916667,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
562,34.801923,-16.041986,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
563,33.966667,-14.116667,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
564,34.333333,-13.233333,1,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
565,35.418291,-15.430074,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
566,35.057225,-15.755238,1,57069.84,Japan,Ongoing,Grant,Education
567,33.7833333,-13.9833333,1,16150594.35,UK Department for International Development (DfID),Ongoing,Technical Assistance,Education
568,34.516816,-15.633374,3,25462.36,Japan International Cooperation Agency (JICA),Ongoing,Grant,Education
569,35.150601,-16.105828,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
570,34.401842,-13.719594,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
571,35.6666667,-15.6666667,3,7181902.79,UK Department for International Development (DfID),Ongoing,Grant,Education
572,34.02070999,-11.46555674,1,431606.91,Irish Aid,Ongoing,Grant,Education
573,35.6666667,-15.6666667,3,64464452.00,World Food Program (WFP),Ongoing,Grant,Education
574,33.425412,-9.927265,3,2345000.00,US Agency for International Development,Closed,Grant,Education
575,35.418291,-15.430074,3,2345000.00,US Agency for International Development,Closed,Grant,Education
576,34.401842,-13.719594,3,2345000.00,US Agency for International Development,Closed,Grant,Education
577,33.805243,-10.802922,3,2345000.00,US Agency for International Development,Closed,Grant,Education
578,33.907981,-13.295737,3,2345000.00,US Agency for International Development,Closed,Grant,Education
579,34.082977,-12.804172,3,2345000.00,US Agency for International Development,Closed,Grant,Education
580,34.75,-14.75,3,2345000.00,US Agency for International Development,Closed,Grant,Education
581,33.607776,-11.854277,3,2345000.00,US Agency for International Development,Closed,Grant,Education
582,35.499904,-15.934395,3,2345000.00,US Agency for International Development,Closed,Grant,Education
583,35.346577,-14.392955,3,2345000.00,US Agency for International Development,Closed,Grant,Education
584,33.4166667,-13,3,,US Agency for International Development,Ongoing,Grant,Education
585,35.573667,-14.945831,3,2345000.00,US Agency for International Development,Closed,Grant,Education
586,33.68407,-14.019624,3,2345000.00,US Agency for International Development,Closed,Grant,Education
587,33.881507,-10.111532,3,2345000.00,US Agency for International Development,Closed,Grant,Education
588,34.18559,-14.262731,3,2345000.00,US Agency for International Development,Closed,Grant,Education
589,35.150601,-16.105828,3,2345000.00,US Agency for International Development,Closed,Grant,Education
590,35.215762,-15.752677,3,2345000.00,US Agency for International Development,Closed,Grant,Education
591,34.75,-16.1666667,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
592,33.607776,-11.854277,3,22026464.07,African Development Bank (AfDB),Ongoing,Grant,Education
593,34.939562,-15.647316,3,2345000.00,US Agency for International Development,Closed,Grant,Education
594,35.059102,-15.048394,3,2345000.00,US Agency for International Development,Closed,Grant,Education
595,33.607776,-11.854277,3,,US Agency for International Development,Ongoing,Grant,Education
596,35.573667,-14.945831,3,,US Agency for International Development,Ongoing,Grant,Education
597,33.4166667,-13,3,,US Agency for International Development,Ongoing,Grant,Education
598,35.6666667,-15.6666667,3,,US Agency for International Development,Ongoing,Grant,Education
599,35.6666667,-15.6666667,3,,US Agency for International Development,Ongoing,Grant,Education
600,33.607776,-11.854277,3,,US Agency for International Development,Ongoing,Grant,Education
601,35.573667,-14.945831,3,,US Agency for International Development,Ongoing,Grant,Education
602,33.607776,-11.854277,3,180000.00,US Agency for International Development,Ongoing,Grant,Education
603,35.573667,-14.945831,3,180000.00,US Agency for International Development,Ongoing,Grant,Education
604,33.4166667,-13,3,180000.00,US Agency for International Development,Ongoing,Grant,Education
605,35.666667,-15.666667,3,180000.00,US Agency for International Development,Ongoing,Grant,Education
606,33.823778,-13.600977,3,6930449.00,US Agency for International Development,Ongoing,Grant,Education
607,34.15,-12.566667,1,,World Bank,Planned,Grant,Energy and Mining
608,35.318801,-15.385957,1,,World Bank,Planned,Grant,Energy and Mining
609,33.933333,-13.833333,1,,World Bank,Planned,Grant,Energy and Mining
610,34.3,-13.366667,5,,World Bank,Planned,Grant,Energy and Mining
611,34.9,-14.95,1,,World Bank,Planned,Grant,Energy and Mining
612,35.013868,-15.786823,1,,World Bank,Planned,Grant,Energy and Mining
613,33.783333,-13.983333,1,,World Bank,Planned,Grant,Energy and Mining
614,33.716667,-13.716667,1,,World Bank,Planned,Grant,Energy and Mining
615,33.983333,-11.45,1,,World Bank,Planned,Grant,Energy and Mining
616,34.95,-14.983333,1,,World Bank,Planned,Grant,Energy and Mining
617,34.02071,-11.465557,1,,World Bank,Planned,Grant,Energy and Mining
618,35.416667,-15.966667,1,,World Bank,Planned,Grant,Energy and Mining
619,34.183333,-10.383333,2,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
620,35.418291,-15.430074,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
621,33.65,-12.016667,2,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
622,33.783333,-13.983333,1,,Japan International Cooperation Agency (JICA),Ongoing,Grant,"Environment, Lands and Natural Resources"
623,33.805243,-10.802922,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
624,33.607776,-11.854277,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
625,33.4166667,-13,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
626,33.907981,-13.295737,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
627,34.75,-14.75,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
628,35.16667,-16.16667,3,27000000.00,World Bank,Ongoing,Grant,"Environment, Lands and Natural Resources"
629,35.66667,-14.91667,3,27000000.00,World Bank,Ongoing,Grant,"Environment, Lands and Natural Resources"
630,35.25,-14.5,3,27000000.00,World Bank,Ongoing,Grant,"Environment, Lands and Natural Resources"
631,35.58333,-16,3,27000000.00,World Bank,Ongoing,Grant,"Environment, Lands and Natural Resources"
632,35.1666667,-16.75,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
633,34.166667,-11.833333,1,5875210.53,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
634,34.04792,-12.09267,1,5875210.53,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
635,34.1,-12.483333,1,5875210.53,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
636,34.316667,-13.216667,1,5875210.53,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
637,34.116667,-13.3,1,5875210.53,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
638,34,-13.5,4,5875210.53,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
639,35.533333,-14.583333,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
640,34.401842,-13.719594,3,5875210.53,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
641,34.053218,-11.65304,3,5875210.53,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
642,34.082977,-12.804172,3,5875210.53,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
643,33.907981,-13.295737,3,5875210.53,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
644,33.823778,-13.600977,3,5875210.53,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
645,33.68407,-14.019624,3,,UNDP,Ongoing,Grant,"Environment, Lands and Natural Resources"
646,33.45,-13.1,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
647,35.683333,-14.966667,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
648,35.604702,-15.688975,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
649,35.573667,-14.945831,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
650,35.6666667,-15.6666667,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
651,35.6666667,-15.6666667,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
652,33.881507,-10.111532,3,5753988.24,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
653,33.607776,-11.854277,3,5753988.24,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
654,33.805243,-10.802922,3,5753988.24,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
655,35.629094,-15.934892,5,4398735.93,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
656,35.6666667,-15.6666667,3,4398735.93,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
657,35.499904,-15.934395,3,4398735.93,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
658,34.533333,-13.616667,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
659,33.425412,-9.927265,3,5753988.24,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
660,33.48221,-11.0113,5,5753988.24,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
661,35.666667,-15.666667,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
662,34.75,-16.166667,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
663,34.02070999,-11.46555674,1,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
664,35.516667,-15.166667,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
665,34.18559,-14.262731,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
666,33.68407,-14.019624,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
667,35.573667,-14.945831,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
668,35.346577,-14.392955,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
669,35.499904,-15.934395,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
670,33.607776,-11.854277,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
671,34.75,-14.75,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
672,34.053218,-11.65304,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
673,33.8,-10.8,5,5753988.24,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
674,35.418291,-15.430074,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
675,35.013868,-15.786823,1,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
676,33.933333,-9.933333,1,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
677,33.7833333,-13.9833333,1,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
678,33.83326,-10.08594,1,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
679,33.96032,-12.94005,2,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
680,33.733333,-11.933333,2,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
681,34.18559,-14.262731,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
682,34.666667,-14.983333,2,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
683,35.383333,-15.116667,2,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
684,35.573667,-14.945831,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
685,34.466667,-14.2,5,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
686,33.68407,-14.019624,3,171229.53,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
687,34.05,-13.316667,2,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
688,34.082977,-12.804172,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
689,35.1666667,-16.75,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
690,33.805243,-10.802922,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
691,35.418291,-15.430074,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
692,33.425412,-9.927265,3,17849710.00,US Agency for International Development,Closed,Grant,"Environment, Lands and Natural Resources"
693,35.322605,-15.24404,5,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
694,35.1666667,-16.75,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
695,35.177532,-16.823181,2,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
696,34.401842,-13.719594,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
697,35.346577,-14.392955,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
698,35.123628,-16.35,5,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
699,34.07859,-10.8755,2,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
700,35.573667,-14.945831,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
701,35.059102,-15.048394,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Environment, Lands and Natural Resources"
702,34.75,-16.1666667,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
703,33.425412,-9.927265,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
704,33.881507,-10.111532,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
705,34.939562,-15.647316,3,3250874.90,Japan International Cooperation Agency (JICA),Ongoing,Technical Assistance,"Environment, Lands and Natural Resources"
706,34.401842,-13.719594,3,11044977.61,European Union (EU),Ongoing,Grant,"Environment, Lands and Natural Resources"
707,33.823778,-13.600977,3,13499569.96,African Development Bank (AfDB),Closed,Loan,"Gender, Youth Development and Sports"
708,34.18559,-14.262731,3,499542.00,US Agency for International Development,Ongoing,Grant,"Gender, Youth Development and Sports"
709,35.214553,-16.970071,2,229260.00,US Agency for International Development,Ongoing,Grant,"Gender, Youth Development and Sports"
710,35.222354,-17.100037,3,229260.00,US Agency for International Development,Ongoing,Grant,"Gender, Youth Development and Sports"
711,35.1666667,-16.75,3,229260.00,US Agency for International Development,Ongoing,Grant,"Gender, Youth Development and Sports"
712,34.65343,-15.398052,1,2000000.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
713,34.700342,-15.450508,3,2000000.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
714,34.020709,-11.465557,1,844131.18,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
715,33.425412,-9.927265,3,13499569.96,African Development Bank (AfDB),Closed,Loan,"Gender, Youth Development and Sports"
716,34.401842,-13.719594,3,13499569.96,African Development Bank (AfDB),Closed,Loan,"Gender, Youth Development and Sports"
717,33.907981,-13.295737,3,13499569.96,African Development Bank (AfDB),Closed,Loan,"Gender, Youth Development and Sports"
718,34.75,-14.75,3,13499569.96,African Development Bank (AfDB),Closed,Loan,"Gender, Youth Development and Sports"
719,34.516816,-15.633374,3,13499569.96,African Development Bank (AfDB),Closed,Loan,"Gender, Youth Development and Sports"
720,35.573667,-14.945831,3,13499569.96,African Development Bank (AfDB),Closed,Loan,"Gender, Youth Development and Sports"
721,33.881507,-10.111532,3,13499569.96,African Development Bank (AfDB),Closed,Loan,"Gender, Youth Development and Sports"
722,34.75,-16.1666667,3,13499569.96,African Development Bank (AfDB),Closed,Loan,"Gender, Youth Development and Sports"
723,35.059102,-15.048394,3,13499569.96,African Development Bank (AfDB),Closed,Loan,"Gender, Youth Development and Sports"
724,35.150601,-16.105828,3,2367733.51,Canadian International Development Agency (CIDA),Closed,Grant,"Gender, Youth Development and Sports"
725,34.816667,-14.35,2,3341465.00,Icelandic International Development Agency (ICEIDA),Ongoing,Grant,"Gender, Youth Development and Sports"
726,34.700342,-15.450508,3,541732.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
727,35.059102,-15.048394,3,541732.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
728,35.215762,-15.752677,3,541732.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
729,34.18559,-14.262731,3,541732.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
730,33.823778,-13.600977,3,541732.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
731,35.573667,-14.945831,3,541732.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
732,34.75,-14.75,3,541732.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
733,34.053218,-11.65304,3,541732.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
734,34.082977,-12.804172,3,541732.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
735,35.166667,-16.75,3,541732.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
736,34.401842,-13.719594,3,541732.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
737,35.418291,-15.430074,3,541732.00,UNDP,Ongoing,Grant,"Gender, Youth Development and Sports"
738,33.7833333,-13.9833333,1,373113.62,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
739,35.318801,-15.385957,1,373113.62,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
740,34.02070999,-11.46555674,1,373113.62,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
741,35.013868,-15.786823,1,373113.62,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
742,34.700342,-15.450508,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
743,33.68407,-14.019624,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
744,34.082977,-12.804172,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
745,33.823778,-13.600977,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
746,35.418291,-15.430074,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
747,34.18559,-14.262731,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
748,35.346577,-14.392955,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
749,33.4166667,-13,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
750,35.499904,-15.934395,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
751,33.607776,-11.854277,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
752,33.805243,-10.802922,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
753,33.425412,-9.927265,3,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
754,33.81667,-14.06667,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
755,35.46811,-15.496656,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
756,35.514411,-15.435601,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
757,35.45,-14.366667,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
758,35.25,-14.45,1,,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,"Gender, Youth Development and Sports"
